OrderID,CustomerID,City,Restaurant,Meal,Quantity,OrderValue,PaymentMethod,DeliveryTime(mins),OrderStatus,CustomerName,CustomerGender,CustomerAge,CustomerEmail,LoyaltyTier,CustomerSegment,RestaurantRating,RestaurantBranch,Unit Price,UnitPrice,PackagingType,Delivery Fee,DeliveryFee,DeliveryPersonID,DeliveryPersonRating,DeliveryVehicleType,ReviewComment,RepeatOrder,RefundStatus,SpecialRequest,OrderTime,DayOfWeek,Month,Month2,Year
6756,9266,Ibadan,Coldstone,Pizza (Large),2,"?9,964.95",Transfer,42,Delivered,Sarah Bello,Male,36,sarah.bello@hotmail.com,Bronze,Student,4,Downtown,"?19,110.00",$19.11,Eco-friendly,"?1,376.00",$6.88,1827,1,Scooter,Not satisfied,Yes,Full,Yes,4:36:13,Friday,Jan,1,2023
6762,4771,Port Harcourt,Sweet Sensation,Pizza (Large),1,"?8,654.54",Cash,44,Pending,Aisha George,Female,39,aisha.george@gmail.com,Gold,Student,4,Downtown,"?11,410.00",$11.41,Bag,?712.00,$3.56,1272,1,Bike,Late delivery,No,None,No,3:04:19,Sunday,Apr,4,2024
6764,7123,Abeokuta,Chopnownow,Pizza (Large),1,"?8,404.35",Wallet,80,Delivered,John Johnson,Male,29,john.johnson@hotmail.com,Gold,Working Professional,1,Mall,"?22,170.00",$22.17,Eco-friendly,?622.00,$3.11,1858,1,Bike,Late delivery,No,Partial,Yes,14:12:46,Monday,Jul,7,2023
6766,2174,Port Harcourt,Chicken Republic,Pizza (Large),1,"?7,006.54",Card,15,Delivered,John Taylor,Male,53,john.taylor@outlook.com,Bronze,Student,1,Airport,"?22,530.00",$22.53,Box,?596.00,$2.98,1930,4,Car,Average experience,Yes,None,Yes,7:51:25,Thursday,Apr,4,2022
6787,6599,Benin City,Mr Biggs,Pizza (Large),1,"?2,804.04",Card,61,Delivered,Michael Okoro,Female,33,michael.okoro@hotmail.com,Bronze,Business,5,Downtown,"?18,390.00",$18.39,Eco-friendly,?530.00,$2.65,1216,4,Car,Excellent meal,Yes,None,Yes,23:08:40,Friday,Mar,3,2024
6806,5939,Enugu,Kilimanjoro,Pizza (Large),4,"?2,262.11",Card,54,Delivered,Mary Ali,Female,21,mary.ali@yahoo.com,Silver,Family,1,Airport,"?24,910.00",$24.91,Box,"?1,274.00",$6.37,1013,5,Bike,Late delivery,Yes,Full,Yes,2:39:00,Sunday,Oct,10,2023
6809,5763,Asaba,The Place,Pizza (Large),1,"?9,155.52",Wallet,24,Delivered,Michael Williams,Female,20,michael.williams@gmail.com,Bronze,Business,4,Main,"?7,430.00",$7.43,Reusable,?596.00,$2.98,1894,1,Scooter,Late delivery,No,Partial,Yes,20:40:30,Sunday,Dec,12,2022
6823,9067,Benin City,Dominos Pizza,Pizza (Large),1,"?7,790.94",Transfer,12,Delivered,Sarah George,Female,27,sarah.george@outlook.com,Gold,Business,2,Main,"?16,690.00",$16.69,Box,?882.00,$4.41,1912,1,Bike,Late delivery,No,Full,Yes,14:07:09,Tuesday,Aug,8,2023
6831,6560,Asaba,Kilimanjaro,Pizza (Large),2,"?2,484.23",Cash,21,Delivered,Grace Smith,Female,46,grace.smith@gmail.com,Silver,Student,1,Mall,"?14,250.00",$14.25,Reusable,?376.00,$1.88,1054,4,Car,Average experience,Yes,Partial,Yes,17:02:01,Wednesday,Feb,2,2024
6847,9074,Ibadan,Mr Biggs,Pizza (Large),4,"?7,453.43",Wallet,76,Delivered,John Williams,Female,52,john.williams@hotmail.com,Platinum,Business,4,Main,"?8,900.00",$8.90,Eco-friendly,?774.00,$3.87,1613,2,Car,Good service,No,Full,No,14:27:04,Thursday,Jun,6,2023
6863,9526,Abuja,Chicken Republic,Pizza (Large),1,"?9,752.01",Wallet,15,Delivered,Daniel Brown,Female,40,daniel.brown@gmail.com,Bronze,Student,2,Airport,"?6,040.00",$6.04,Box,"?1,280.00",$6.40,1971,2,Car,Average experience,No,Partial,Yes,8:58:01,Thursday,Nov,11,2024
6879,4845,Port Harcourt,Chopnownow,Pizza (Large),3,"?2,943.11",Card,81,Delivered,Sophia Okoro,Male,54,sophia.okoro@gmail.com,Platinum,Working Professional,4,Main,"?17,170.00",$17.17,Bag,?630.00,$3.15,1581,4,Car,Good service,No,Full,Yes,18:07:57,Thursday,Dec,12,2023
6882,4293,Abuja,Mr Biggs,Pizza (Large),4,"?9,425.44",Cash,58,Failed,Aisha Johnson,Male,56,aisha.johnson@yahoo.com,Silver,Student,4,Downtown,"?4,820.00",$4.82,Bag,?878.00,$4.39,1215,5,Bike,Average experience,Yes,Partial,Yes,1:05:03,Monday,Jan,1,2022
6893,2259,Abuja,Kilimanjoro,Pizza (Large),3,"?13,045.94",Transfer,40,Delivered,Daniel Bello,Male,33,daniel.bello@yahoo.com,Silver,Working Professional,3,Downtown,"?7,750.00",$7.75,Reusable,"?1,058.00",$5.29,1250,3,Bike,Good service,No,None,Yes,22:50:22,Sunday,Jul,7,2024
6912,9893,Abeokuta,The Place,Pizza (Large),1,"?6,840.44",Card,36,Delivered,Mary Taylor,Female,38,mary.taylor@gmail.com,Bronze,Family,2,Downtown,"?12,910.00",$12.91,Bag,"?1,398.00",$6.99,1913,5,Bike,Not satisfied,No,None,Yes,1:50:25,Wednesday,Sep,9,2024
6918,9998,Ibadan,Chopnownow,Pizza (Large),3,"?5,131.81",Card,26,Delivered,Sarah Smith,Male,52,sarah.smith@yahoo.com,Silver,Business,3,Downtown,"?9,870.00",$9.87,Reusable,?832.00,$4.16,1163,2,Scooter,Average experience,Yes,None,No,2:20:56,Thursday,Dec,12,2022
6920,5656,Asaba,Kilimanjoro,Pizza (Large),3,"?5,185.51",Transfer,59,Pending,Sarah Bello,Male,23,sarah.bello@gmail.com,Bronze,Working Professional,5,Airport,"?18,270.00",$18.27,Reusable,?942.00,$4.71,1269,3,Car,Good service,Yes,None,No,3:28:49,Tuesday,May,5,2023
6945,7382,Lagos,Mr Biggs,Pizza (Large),1,"?13,900.25",Wallet,28,Delivered,Grace Taylor,Female,29,grace.taylor@hotmail.com,Silver,Business,5,Downtown,"?5,430.00",$5.43,Eco-friendly,"?1,210.00",$6.05,1430,1,Car,Good service,No,Partial,No,16:00:01,Sunday,Mar,3,2022
6952,9073,Abeokuta,Chicken Republic,Pizza (Large),1,"?9,347.25",Cash,25,Delivered,Emmanuel George,Female,32,emmanuel.george@hotmail.com,Platinum,Business,5,Airport,"?15,720.00",$15.72,Reusable,"?1,058.00",$5.29,1649,3,Car,Average experience,Yes,Full,Yes,17:27:21,Monday,Feb,2,2022
6955,5725,Abuja,Sweet Sensation,Pizza (Large),4,"?9,985.56",Cash,53,Delivered,Aisha Brown,Male,28,aisha.brown@yahoo.com,Gold,Student,4,Airport,"?5,720.00",$5.72,Reusable,?644.00,$3.22,1741,5,Scooter,Good service,Yes,None,Yes,10:50:54,Friday,Apr,4,2024
6973,4641,Ibadan,The Place,Pizza (Large),4,"?12,356.38",Wallet,11,Delivered,John Okoro,Female,45,john.okoro@gmail.com,Bronze,Family,1,Main,"?10,050.00",$10.05,Bag,"?1,362.00",$6.81,1614,5,Car,Good service,No,Partial,No,20:34:35,Wednesday,Jun,6,2022
6995,1462,Port Harcourt,The Place,Pizza (Large),3,"?10,744.08",Wallet,10,Delivered,Mary Smith,Female,46,mary.smith@hotmail.com,Bronze,Family,4,Downtown,"?6,790.00",$6.79,Reusable,"?1,130.00",$5.65,1337,5,Car,Average experience,No,Partial,Yes,21:07:45,Thursday,Oct,10,2024
6997,2736,Asaba,Sweet Sensation,Pizza (Large),1,"?9,061.70",Transfer,68,Delivered,Emmanuel Brown,Female,53,emmanuel.brown@gmail.com,Platinum,Business,1,Downtown,"?20,020.00",$20.02,Eco-friendly,?588.00,$2.94,1720,5,Scooter,Late delivery,Yes,None,Yes,16:33:08,Sunday,May,5,2024
7012,5070,Enugu,Chicken Republic,Pizza (Large),1,"?8,659.71",Card,88,Delivered,Emmanuel Smith,Male,47,emmanuel.smith@outlook.com,Silver,Business,4,Downtown,"?9,570.00",$9.57,Eco-friendly,"?1,250.00",$6.25,1916,3,Scooter,Average experience,Yes,Partial,Yes,6:17:29,Tuesday,Sep,9,2024
7033,5976,Benin City,Dominos Pizza,Pizza (Large),4,"?9,845.81",Wallet,84,Delivered,Daniel Okoro,Male,52,daniel.okoro@gmail.com,Gold,Family,1,Downtown,"?10,960.00",$10.96,Box,?638.00,$3.19,1104,3,Bike,Good service,Yes,None,Yes,4:29:43,Sunday,Jul,7,2022
7035,9445,Ibadan,Kilimanjaro,Pizza (Large),4,"?12,563.69",Wallet,17,Delivered,Aisha Taylor,Female,20,aisha.taylor@outlook.com,Gold,Business,3,Downtown,"?20,580.00",$20.58,Eco-friendly,?902.00,$4.51,1019,3,Scooter,Not satisfied,Yes,Partial,Yes,0:28:49,Wednesday,Feb,2,2022
7042,9071,Benin City,Kilimanjaro,Pizza (Large),2,"?3,268.44",Card,72,Delivered,Daniel Ali,Male,53,daniel.ali@yahoo.com,Platinum,Student,2,Mall,"?12,330.00",$12.33,Box,"?1,202.00",$6.01,1220,3,Bike,Excellent meal,Yes,None,No,16:12:36,Saturday,Jan,1,2022
7074,7839,Abuja,Chopnownow,Pizza (Large),3,"?8,579.43",Transfer,31,Delivered,Michael George,Male,39,michael.george@yahoo.com,Platinum,Family,5,Downtown,"?12,600.00",$12.60,Reusable,?884.00,$4.42,1241,1,Car,Not satisfied,Yes,Full,Yes,3:21:58,Thursday,Aug,8,2024
7082,1975,Abuja,Sweet Sensation,Pizza (Large),3,"?9,757.79",Transfer,23,Delivered,Sarah Adeyemi,Male,30,sarah.adeyemi@gmail.com,Platinum,Working Professional,4,Main,"?19,290.00",$19.29,Eco-friendly,?942.00,$4.71,1643,5,Car,Average experience,No,Partial,Yes,7:40:41,Saturday,Mar,3,2023
7100,8379,Uyo,Chopnownow,Pizza (Large),4,"?12,380.72",Cash,39,Delivered,Michael Johnson,Female,43,michael.johnson@gmail.com,Silver,Business,2,Main,"?15,430.00",$15.43,Eco-friendly,"?1,396.00",$6.98,1362,2,Car,Excellent meal,Yes,Full,Yes,19:50:44,Friday,Feb,2,2024
7108,3362,Enugu,Sweet Sensation,Pizza (Large),1,"?9,818.31",Transfer,53,Cancelled,Daniel Williams,Male,22,daniel.williams@outlook.com,Bronze,Student,5,Mall,"?11,000.00",$11.00,Eco-friendly,"?1,374.00",$6.87,1789,5,Scooter,Excellent meal,Yes,Partial,No,7:24:51,Thursday,Nov,11,2024
7111,2726,Abuja,The Place,Pizza (Large),2,"?4,933.94",Wallet,74,Delivered,Sophia Taylor,Female,33,sophia.taylor@outlook.com,Gold,Working Professional,2,Mall,"?17,730.00",$17.73,Box,?782.00,$3.91,1239,3,Bike,Late delivery,No,Full,No,12:59:58,Sunday,Nov,11,2024
7113,9073,Port Harcourt,Kilimanjaro,Pizza (Large),1,"?6,856.32",Wallet,26,Pending,Sophia Smith,Male,20,sophia.smith@outlook.com,Gold,Business,3,Airport,"?5,080.00",$5.08,Eco-friendly,"?1,230.00",$6.15,1612,3,Scooter,Good service,Yes,Full,Yes,4:44:33,Tuesday,Aug,8,2023
7116,1837,Abuja,Coldstone,Pizza (Large),1,"?6,725.39",Wallet,68,Delivered,Grace Bello,Male,59,grace.bello@outlook.com,Platinum,Student,3,Main,"?18,480.00",$18.48,Bag,"?1,036.00",$5.18,1749,4,Scooter,Excellent meal,No,Full,Yes,13:28:47,Thursday,Feb,2,2024
7130,3870,Lagos,Dominos Pizza,Pizza (Large),1,"?2,850.12",Transfer,10,Delivered,Emmanuel Okoro,Female,19,emmanuel.okoro@outlook.com,Bronze,Business,1,Main,"?4,200.00",$4.20,Eco-friendly,?234.00,$1.17,1711,3,Bike,Average experience,No,Full,No,1:57:29,Friday,Sep,9,2022
7131,1292,Benin City,Dominos Pizza,Pizza (Large),2,"?9,959.19",Card,71,Delivered,Sarah Okoro,Male,44,sarah.okoro@outlook.com,Platinum,Business,3,Mall,"?16,490.00",$16.49,Bag,?542.00,$2.71,1433,1,Car,Excellent meal,No,Partial,No,19:25:59,Saturday,Jul,7,2024
7137,1966,Abuja,The Place,Pizza (Large),1,"?7,983.08",Wallet,37,Delivered,Sarah Adeyemi,Female,33,sarah.adeyemi@outlook.com,Gold,Student,4,Mall,"?17,980.00",$17.98,Eco-friendly,"?1,068.00",$5.34,1647,4,Scooter,Average experience,No,Partial,Yes,0:58:10,Friday,Jan,1,2024
7144,4523,Enugu,Mr Biggs,Pizza (Large),1,"?8,283.47",Wallet,22,Delivered,Sarah George,Male,27,sarah.george@hotmail.com,Bronze,Business,5,Airport,"?15,350.00",$15.35,Bag,"?1,348.00",$6.74,1887,1,Car,Good service,No,None,No,2:27:14,Thursday,Nov,11,2024
7148,2558,Enugu,Mr Biggs,Pizza (Large),3,"?6,731.55",Cash,84,Delivered,Sophia Williams,Male,28,sophia.williams@yahoo.com,Platinum,Student,3,Main,"?14,910.00",$14.91,Box,?532.00,$2.66,1574,1,Scooter,Late delivery,No,None,No,8:59:34,Saturday,Jan,1,2022
7173,3762,Lagos,The Place,Pizza (Large),3,"?5,934.11",Card,86,Failed,Grace Okoro,Female,40,grace.okoro@outlook.com,Silver,Student,2,Main,"?10,360.00",$10.36,Bag,?826.00,$4.13,1704,5,Bike,Late delivery,No,Partial,Yes,12:25:56,Sunday,Jun,6,2022
7179,4740,Benin City,Coldstone,Pizza (Large),4,"?11,453.50",Cash,23,Delivered,John Smith,Female,23,john.smith@outlook.com,Bronze,Business,3,Main,"?3,080.00",$3.08,Reusable,?674.00,$3.37,1294,1,Bike,Good service,Yes,None,Yes,12:48:28,Monday,May,5,2022
7203,9990,Asaba,Mr Biggs,Pizza (Large),2,"?11,342.40",Wallet,77,Delivered,Aisha Williams,Female,26,aisha.williams@gmail.com,Gold,Student,4,Downtown,"?3,580.00",$3.58,Bag,"?1,016.00",$5.08,1853,3,Car,Good service,Yes,Partial,Yes,0:51:15,Saturday,Apr,4,2024
7204,1604,Abuja,The Place,Pizza (Large),3,"?6,840.51",Transfer,24,Delivered,Grace Taylor,Female,30,grace.taylor@outlook.com,Silver,Family,4,Airport,"?19,170.00",$19.17,Box,?492.00,$2.46,1252,3,Car,Good service,Yes,None,Yes,7:42:47,Friday,Nov,11,2024
7206,8140,Port Harcourt,Chicken Republic,Pizza (Large),3,"?5,335.37",Transfer,79,Delivered,Emmanuel Brown,Female,50,emmanuel.brown@outlook.com,Bronze,Working Professional,4,Downtown,"?8,270.00",$8.27,Box,?708.00,$3.54,1264,4,Scooter,Good service,Yes,None,No,14:11:17,Wednesday,Jul,7,2022
7219,1665,Asaba,Kilimanjoro,Pizza (Large),1,"?14,694.68",Wallet,21,Delivered,Daniel Bello,Female,42,daniel.bello@hotmail.com,Gold,Business,4,Downtown,"?8,470.00",$8.47,Bag,"?1,316.00",$6.58,1752,3,Scooter,Good service,Yes,None,Yes,23:12:07,Friday,Oct,10,2023
7223,9419,Port Harcourt,Kilimanjoro,Pizza (Large),3,"?5,826.68",Card,30,Delivered,Daniel Adeyemi,Female,26,daniel.adeyemi@yahoo.com,Bronze,Student,3,Airport,"?17,790.00",$17.79,Bag,?722.00,$3.61,1240,4,Scooter,Average experience,Yes,Full,Yes,6:19:45,Tuesday,Jan,1,2023
7235,1597,Ibadan,Chopnownow,Pizza (Large),4,"?7,558.25",Transfer,34,Delivered,Aisha Johnson,Male,34,aisha.johnson@gmail.com,Bronze,Family,3,Airport,"?18,030.00",$18.03,Reusable,"?1,354.00",$6.77,1390,1,Bike,Late delivery,No,Full,Yes,17:45:20,Saturday,Mar,3,2022
7240,9780,Enugu,Kilimanjoro,Pizza (Large),2,"?10,363.01",Cash,65,Failed,Grace Ali,Male,55,grace.ali@gmail.com,Gold,Student,5,Mall,"?8,510.00",$8.51,Reusable,"?1,362.00",$6.81,1872,4,Scooter,Excellent meal,Yes,None,No,2:10:32,Monday,Sep,9,2022
7258,2353,Abeokuta,Dominos Pizza,Pizza (Large),3,"?3,869.91",Wallet,89,Delivered,Sarah Ali,Female,21,sarah.ali@hotmail.com,Silver,Working Professional,5,Mall,"?16,890.00",$16.89,Reusable,"?1,258.00",$6.29,1374,2,Scooter,Average experience,No,Partial,Yes,7:21:19,Monday,Feb,2,2022
7264,2209,Asaba,Chopnownow,Pizza (Large),4,"?11,020.78",Cash,48,Delivered,Emmanuel Johnson,Female,45,emmanuel.johnson@yahoo.com,Gold,Family,2,Downtown,"?12,590.00",$12.59,Bag,"?1,364.00",$6.82,1297,2,Scooter,Late delivery,No,Partial,No,19:01:50,Tuesday,Sep,9,2022
7266,1804,Abeokuta,Kilimanjoro,Pizza (Large),3,"?5,931.72",Cash,14,Delivered,John George,Female,55,john.george@outlook.com,Platinum,Student,4,Main,"?14,910.00",$14.91,Bag,?936.00,$4.68,1586,1,Car,Not satisfied,Yes,Partial,Yes,3:19:08,Friday,Apr,4,2023
7275,3098,Uyo,Chopnownow,Pizza (Large),2,"?7,071.46",Wallet,38,Delivered,Mary Ali,Female,50,mary.ali@hotmail.com,Bronze,Family,3,Airport,"?7,650.00",$7.65,Box,"?1,054.00",$5.27,1807,1,Bike,Average experience,No,Partial,No,0:12:34,Tuesday,Aug,8,2024
7278,4264,Enugu,Coldstone,Pizza (Large),4,"?9,648.40",Card,39,Pending,David Ali,Male,19,david.ali@outlook.com,Bronze,Working Professional,5,Airport,"?17,330.00",$17.33,Bag,"?1,212.00",$6.06,1155,2,Bike,Late delivery,No,Partial,No,11:36:04,Sunday,May,5,2023
7284,4241,Abuja,Kilimanjoro,Pizza (Large),1,"?2,407.49",Cash,89,Delivered,Emmanuel Ali,Male,29,emmanuel.ali@yahoo.com,Gold,Business,3,Mall,"?22,800.00",$22.80,Reusable,"?1,122.00",$5.61,1005,4,Car,Excellent meal,Yes,Partial,Yes,20:27:22,Wednesday,Jul,7,2024
7295,6406,Lagos,Sweet Sensation,Pizza (Large),4,"?8,518.14",Cash,38,Failed,Mary Smith,Female,58,mary.smith@yahoo.com,Gold,Working Professional,1,Downtown,"?20,560.00",$20.56,Reusable,?944.00,$4.72,1137,1,Car,Excellent meal,No,Partial,Yes,3:14:13,Saturday,Feb,2,2023
7301,1270,Asaba,Kilimanjaro,Pizza (Large),4,"?13,668.54",Card,56,Delivered,Sarah Brown,Male,50,sarah.brown@gmail.com,Bronze,Business,3,Mall,"?9,530.00",$9.53,Eco-friendly,?326.00,$1.63,1543,2,Bike,Average experience,Yes,Partial,Yes,1:56:03,Thursday,Dec,12,2022
7306,8982,Abeokuta,Chicken Republic,Pizza (Large),1,"?8,223.99",Transfer,56,Pending,Grace George,Female,24,grace.george@outlook.com,Platinum,Student,3,Mall,"?8,490.00",$8.49,Box,?336.00,$1.68,1938,2,Bike,Good service,Yes,Partial,No,2:46:49,Thursday,Feb,2,2022
7336,7581,Enugu,Mr Biggs,Pizza (Large),4,"?7,137.81",Wallet,39,Delivered,Daniel Okoro,Female,34,daniel.okoro@yahoo.com,Silver,Business,5,Downtown,"?18,810.00",$18.81,Box,?754.00,$3.77,1557,4,Car,Excellent meal,No,Full,No,13:21:45,Thursday,Feb,2,2022
7344,2308,Enugu,Chicken Republic,Pizza (Large),4,"?13,879.83",Transfer,34,Delivered,Michael Adeyemi,Female,42,michael.adeyemi@yahoo.com,Gold,Student,5,Downtown,"?22,720.00",$22.72,Eco-friendly,"?1,342.00",$6.71,1014,2,Bike,Excellent meal,No,Full,No,21:21:36,Monday,Oct,10,2024
7349,7121,Abuja,Chopnownow,Pizza (Large),1,"?13,981.57",Cash,33,Delivered,Mary Taylor,Male,32,mary.taylor@outlook.com,Platinum,Working Professional,5,Main,"?21,770.00",$21.77,Box,"?1,262.00",$6.31,1238,3,Bike,Not satisfied,No,Partial,No,17:17:33,Monday,Jun,6,2022
7352,7697,Benin City,Kilimanjoro,Pizza (Large),3,"?2,116.50",Cash,38,Delivered,David Taylor,Female,42,david.taylor@gmail.com,Silver,Student,1,Downtown,"?11,830.00",$11.83,Reusable,?326.00,$1.63,1401,4,Bike,Good service,No,Partial,Yes,2:44:21,Wednesday,Nov,11,2023
7356,5480,Uyo,Kilimanjaro,Pizza (Large),2,"?8,491.83",Card,39,Delivered,Michael Ali,Female,54,michael.ali@outlook.com,Platinum,Working Professional,2,Main,"?14,620.00",$14.62,Box,?616.00,$3.08,1662,3,Car,Good service,No,Full,Yes,20:58:57,Wednesday,Jun,6,2023
7364,1966,Uyo,Chopnownow,Pizza (Large),1,"?10,336.44",Transfer,68,Delivered,Sarah Ali,Female,35,sarah.ali@yahoo.com,Platinum,Working Professional,3,Main,"?7,120.00",$7.12,Box,"?1,228.00",$6.14,1725,5,Scooter,Late delivery,No,Full,No,22:26:11,Tuesday,Sep,9,2023
7370,6684,Asaba,Coldstone,Pizza (Large),1,"?11,953.65",Cash,78,Delivered,Mary Johnson,Male,27,mary.johnson@hotmail.com,Platinum,Business,4,Main,"?15,570.00",$15.57,Reusable,?452.00,$2.26,1239,1,Scooter,Late delivery,No,None,Yes,4:41:43,Tuesday,Sep,9,2022
7376,3047,Abuja,Kilimanjoro,Pizza (Large),1,"?9,566.90",Wallet,83,Delivered,Michael Williams,Male,39,michael.williams@yahoo.com,Gold,Working Professional,1,Airport,"?23,190.00",$23.19,Eco-friendly,"?1,054.00",$5.27,1733,1,Car,Excellent meal,Yes,Partial,No,16:32:37,Sunday,Oct,10,2023
7377,1145,Abuja,Coldstone,Pizza (Large),1,"?12,044.48",Wallet,20,Delivered,Mary Okoro,Male,48,mary.okoro@outlook.com,Gold,Working Professional,4,Mall,"?21,320.00",$21.32,Eco-friendly,?442.00,$2.21,1005,3,Bike,Late delivery,Yes,Full,Yes,5:40:23,Thursday,Sep,9,2024
7378,1873,Benin City,Mr Biggs,Pizza (Large),1,"?7,431.82",Transfer,23,Delivered,Sarah Brown,Female,51,sarah.brown@gmail.com,Silver,Business,3,Airport,"?19,980.00",$19.98,Bag,?830.00,$4.15,1876,3,Bike,Good service,Yes,Full,No,13:48:50,Wednesday,Apr,4,2023
7402,2425,Lagos,Sweet Sensation,Pizza (Large),1,"?13,418.27",Cash,22,Delivered,Sophia Williams,Female,18,sophia.williams@outlook.com,Silver,Student,4,Airport,"?11,070.00",$11.07,Box,?442.00,$2.21,1348,4,Scooter,Not satisfied,No,Full,Yes,22:40:31,Tuesday,Mar,3,2023
7420,7696,Abuja,Chicken Republic,Pizza (Large),2,"?14,811.70",Card,67,Delivered,David Williams,Male,56,david.williams@gmail.com,Silver,Working Professional,5,Main,"?23,010.00",$23.01,Box,?806.00,$4.03,1040,4,Bike,Good service,Yes,Partial,Yes,18:36:54,Tuesday,Sep,9,2024
7430,6938,Benin City,Chicken Republic,Pizza (Large),3,"?4,281.74",Cash,55,Delivered,Michael Ali,Female,43,michael.ali@outlook.com,Platinum,Family,2,Main,"?17,810.00",$17.81,Reusable,?506.00,$2.53,1294,2,Scooter,Good service,No,Partial,No,14:21:47,Friday,Nov,11,2024
7438,3211,Uyo,Dominos Pizza,Pizza (Large),3,"?10,115.49",Card,27,Delivered,Emmanuel Johnson,Male,32,emmanuel.johnson@hotmail.com,Bronze,Working Professional,2,Airport,"?16,730.00",$16.73,Bag,?824.00,$4.12,1924,4,Bike,Not satisfied,Yes,Full,Yes,10:01:20,Thursday,Oct,10,2022
7459,9111,Abuja,The Place,Pizza (Large),4,"?12,628.65",Card,52,Delivered,Daniel Okoro,Female,35,daniel.okoro@yahoo.com,Gold,Family,3,Mall,"?10,930.00",$10.93,Bag,?470.00,$2.35,1396,3,Bike,Good service,Yes,Partial,No,15:01:41,Saturday,Sep,9,2022
7463,1539,Lagos,Coldstone,Pizza (Large),1,"?4,272.68",Card,51,Delivered,Sarah Smith,Female,32,sarah.smith@outlook.com,Silver,Working Professional,3,Downtown,"?5,940.00",$5.94,Bag,?376.00,$1.88,1947,3,Scooter,Late delivery,Yes,Full,No,23:11:13,Thursday,Apr,4,2023
7473,2616,Port Harcourt,Chopnownow,Pizza (Large),1,"?14,220.64",Card,40,Failed,Emmanuel Okoro,Male,32,emmanuel.okoro@yahoo.com,Silver,Student,4,Main,"?14,170.00",$14.17,Bag,"?1,098.00",$5.49,1387,2,Scooter,Good service,No,None,No,4:27:36,Thursday,Jul,7,2023
7480,1968,Abeokuta,Sweet Sensation,Pizza (Large),1,"?13,264.10",Card,81,Delivered,Daniel Bello,Male,46,daniel.bello@gmail.com,Silver,Student,3,Mall,"?8,760.00",$8.76,Bag,"?1,188.00",$5.94,1595,5,Bike,Average experience,Yes,None,No,19:20:12,Tuesday,Aug,8,2022
7489,1801,Asaba,Dominos Pizza,Pizza (Large),3,"?2,495.58",Card,33,Delivered,Daniel Johnson,Female,60,daniel.johnson@gmail.com,Platinum,Working Professional,5,Main,"?23,150.00",$23.15,Eco-friendly,?946.00,$4.73,1384,1,Bike,Late delivery,Yes,None,No,19:06:30,Wednesday,Mar,3,2024
7511,4272,Benin City,Kilimanjoro,Pizza (Large),2,"?9,435.62",Wallet,82,Delivered,Mary Williams,Male,19,mary.williams@yahoo.com,Platinum,Family,2,Airport,"?20,270.00",$20.27,Box,?390.00,$1.95,1515,5,Bike,Good service,No,None,Yes,4:56:00,Sunday,Nov,11,2023
7525,2098,Port Harcourt,Chopnownow,Pizza (Large),3,"?12,346.65",Cash,18,Delivered,Daniel Bello,Female,52,daniel.bello@gmail.com,Silver,Working Professional,3,Mall,"?7,060.00",$7.06,Reusable,?910.00,$4.55,1343,2,Scooter,Excellent meal,No,Partial,Yes,17:25:00,Friday,Jul,7,2023
7537,9001,Uyo,The Place,Pizza (Large),1,"?4,801.65",Wallet,17,Delivered,John Okoro,Male,34,john.okoro@hotmail.com,Silver,Working Professional,5,Main,"?3,320.00",$3.32,Bag,?562.00,$2.81,1685,1,Car,Good service,Yes,Full,No,16:58:28,Sunday,Jun,6,2024
7538,3191,Port Harcourt,Mr Biggs,Pizza (Large),4,"?11,620.68",Card,74,Delivered,David Johnson,Male,25,david.johnson@hotmail.com,Silver,Family,4,Main,"?5,660.00",$5.66,Box,?688.00,$3.44,1859,3,Scooter,Excellent meal,No,Partial,No,9:35:09,Wednesday,Nov,11,2022
7551,4227,Lagos,Mr Biggs,Pizza (Large),1,"?12,056.81",Transfer,11,Delivered,Mary George,Male,40,mary.george@hotmail.com,Silver,Student,2,Main,"?9,390.00",$9.39,Reusable,?748.00,$3.74,1412,4,Scooter,Excellent meal,Yes,Partial,Yes,6:44:48,Friday,May,5,2023
7552,7564,Lagos,Coldstone,Pizza (Large),1,"?7,533.78",Wallet,57,Delivered,Aisha George,Female,56,aisha.george@gmail.com,Silver,Family,3,Mall,"?6,790.00",$6.79,Eco-friendly,?264.00,$1.32,1823,1,Bike,Good service,No,Partial,No,6:55:56,Thursday,Oct,10,2022
7555,3486,Asaba,Kilimanjoro,Pizza (Large),1,"?14,913.78",Cash,85,Delivered,Daniel Johnson,Male,34,daniel.johnson@yahoo.com,Platinum,Working Professional,3,Mall,"?14,570.00",$14.57,Eco-friendly,?566.00,$2.83,1729,1,Scooter,Good service,No,Partial,Yes,19:47:23,Monday,Jul,7,2022
7558,3185,Enugu,The Place,Pizza (Large),1,"?4,431.10",Wallet,13,Delivered,Mary George,Female,46,mary.george@outlook.com,Gold,Business,1,Main,"?24,690.00",$24.69,Eco-friendly,"?1,200.00",$6.00,1011,5,Scooter,Not satisfied,No,None,No,2:04:06,Sunday,Sep,9,2023
7561,4621,Abuja,Kilimanjaro,Pizza (Large),4,"?2,876.61",Wallet,26,Delivered,John Smith,Female,27,john.smith@outlook.com,Gold,Working Professional,3,Main,"?3,100.00",$3.10,Box,?308.00,$1.54,1691,5,Car,Excellent meal,No,Full,No,14:24:26,Wednesday,Sep,9,2024
